Title,URL,Source,Publication Date,Summary,Emotion Label,Thematic Label
Experts Debate Security Measures #257,https://www.guardian.com/state-immigration-0256,Fox News,2022-07-12,News coverage about state immigration. This article discusses developments and their impact on communities.,Despair,Family Separation
New Guidelines Change Enforcement #261,https://reuters.com/us/story/0260,Vox,2022-07-22,News coverage about immigrant rights. This article discusses developments and their impact on communities.,Grief,Family Separation
Rights Groups File Lawsuit #446,https://news.reuters.com/article/00445/immigration-reform,Time Magazine,2022-08-02,News coverage about immigration reform. This article discusses developments and their impact on communities.,Outrage,Policy Changes
Communities Rally for Reform #170,https://www.thehill.com/article-00169,Slate,2022-08-02,News coverage about asylum seekers. This article discusses developments and their impact on communities.,Outrage,Family Separation
Federal Court Rules on Immigration Case #69,https://www.nytimes.com/immigration-reform-0068,Fox News,2022-08-06,News coverage about immigration reform. This article discusses developments and their impact on communities.,Concern,Rights Issues
Advocacy Groups Demand Changes #14,https://slate.org/news/000013,Slate,2022-08-18,News coverage about ICE raids. This article discusses developments and their impact on communities.,Sadness,Policy Changes
Communities Rally for Reform #111,https://bbc.com/us/story/0110,NBC News,2022-08-24,News coverage about detention facilities. This article discusses developments and their impact on communities.,Grief,Community Response
Families Separated by Policies #207,https://www.politico.com/detention-facilities-0206,Reuters,2022-09-21,News coverage about detention facilities. This article discusses developments and their impact on communities.,Dismay,Family Separation
Workers Organize for Rights #431,https://cnn.org/news/000430,CNN,2022-09-26,News coverage about immigration reform. This article discusses developments and their impact on communities.,Sadness,Family Separation
Leaders Address Immigration Crisis #223,https://news.nbc.com/article/00222/immigration-reform,CBS News,2022-09-29,News coverage about immigration reform. This article discusses developments and their impact on communities.,Outrage,Family Separation
Experts Debate Security Measures #401,https://abcnews.org/news/000400,ABC News,2022-09-29,News coverage about immigration policy. This article discusses developments and their impact on communities.,Concern,Detention Conditions
Communities Mobilize for Support #464,https://news.nbc.com/article/00463/asylum-seekers,New York Times,2022-09-29,News coverage about asylum seekers. This article discusses developments and their impact on communities.,Outrage,Family Separation
Experts Debate Security Measures #426,https://reuters.com/us/story/0425,USA Today,2022-10-11,News coverage about border enforcement. This article discusses developments and their impact on communities.,Sadness,Legal Barriers
Report Documents Policy Impact #195,https://www.washingtonpost.com/asylum-seekers-0194,ProPublica,2022-10-13,News coverage about asylum seekers. This article discusses developments and their impact on communities.,Fear,Rights Issues
State Takes Action on Immigration #292,https://timemagazine.org/news/000291,Time Magazine,2022-10-17,News coverage about sanctuary cities. This article discusses developments and their impact on communities.,Frustration,Legal Barriers
Congress Debates Legislation #432,https://news.bbc.com/article/00431/federal-immigration,Newsweek,2022-10-18,News coverage about federal immigration. This article discusses developments and their impact on communities.,Concern,Community Response
Asylum Seekers Face Uncertain Future #4,https://news.apnews.com/article/00003/deportation,CNBC,2022-10-30,News coverage about deportation. This article discusses developments and their impact on communities.,Despair,Legal Barriers
Communities Mobilize for Support #115,https://news.cnn.com/article/00114/immigration-policy,New York Times,2022-11-04,News coverage about immigration policy. This article discusses developments and their impact on communities.,Grief,Detention Conditions
Judge Halts Controversial Policy #372,https://www.time.com/article-00371,USA Today,2022-11-09,News coverage about immigrant rights. This article discusses developments and their impact on communities.,Concern,Family Separation
State Takes Action on Immigration #375,https://theguardian.org/news/000374,The Guardian,2022-11-26,News coverage about state immigration. This article discusses developments and their impact on communities.,Dismay,Legal Barriers
Congress Debates Legislation #342,https://bbc.com/us/story/0341,The Guardian,2022-12-09,News coverage about government immigration. This article discusses developments and their impact on communities.,Concern,Family Separation
Experts Debate Security Measures #470,https://cnn.com/us/story/0469,The Guardian,2022-12-16,News coverage about immigration policy. This article discusses developments and their impact on communities.,Grief,Community Response
New Guidelines Change Enforcement #197,https://news.reuters.com/article/00196/federal-immigration,The Atlantic,2022-12-16,News coverage about federal immigration. This article discusses developments and their impact on communities.,Sadness,Family Separation
Judge Halts Controversial Policy #338,https://cnn.com/us/story/0337,Politico,2022-12-28,News coverage about state immigration. This article discusses developments and their impact on communities.,Dismay,Family Separation
Investigation Reveals Issues #411,https://www.slate.com/article-00410,The Atlantic,2022-12-29,News coverage about federal immigration. This article discusses developments and their impact on communities.,Anxious,Policy Changes
Investigation Reveals Issues #3,https://bbc.com/us/story/0002,Time Magazine,2023-01-11,News coverage about government immigration. This article discusses developments and their impact on communities.,Anger,Family Separation
Experts Debate Security Measures #108,https://www.nytimes.com/sanctuary-cities-0107,Mother Jones,2023-01-22,News coverage about sanctuary cities. This article discusses developments and their impact on communities.,Anxious,Rights Issues
Federal Court Rules on Immigration Case #481,https://bbc.com/us/story/0480,Vox,2023-01-29,News coverage about ICE raids. This article discusses developments and their impact on communities.,Concern,Rights Issues
Leaders Address Immigration Crisis #289,https://news.nbc.com/article/00288/sanctuary-cities,Time Magazine,2023-01-31,News coverage about sanctuary cities. This article discusses developments and their impact on communities.,Concern,Legal Barriers
State Takes Action on Immigration #221,https://reuters.com/us/story/0220,Reuters,2023-02-02,News coverage about immigrant rights. This article discusses developments and their impact on communities.,Sadness,Rights Issues
New Guidelines Change Enforcement #331,https://www.time.com/article-00330,CBS News,2023-02-07,News coverage about federal immigration. This article discusses developments and their impact on communities.,Fear,Legal Barriers
Report Documents Policy Impact #437,https://cnn.org/news/000436,CNN,2023-02-11,News coverage about legal immigration. This article discusses developments and their impact on communities.,Anger,Legal Barriers
Investigation Reveals Issues #120,https://news.nbc.com/article/00119/immigration-reform,Newsweek,2023-02-14,News coverage about immigration reform. This article discusses developments and their impact on communities.,Outrage,Legal Barriers
Legal Challenges to Immigration Rules #429,https://news.bbc.com/article/00428/asylum-seekers,The Guardian,2023-02-26,News coverage about asylum seekers. This article discusses developments and their impact on communities.,Anger,Policy Changes
Communities Rally for Reform #351,https://news.reuters.com/article/00350/state-immigration,The Hill,2023-03-20,News coverage about state immigration. This article discusses developments and their impact on communities.,Outrage,Detention Conditions
State Takes Action on Immigration #382,https://bbc.com/us/story/0381,CNBC,2023-03-20,News coverage about detention facilities. This article discusses developments and their impact on communities.,Fear,Policy Changes
State Takes Action on Immigration #378,https://reuters.com/us/story/0377,The Atlantic,2023-03-26,News coverage about border enforcement. This article discusses developments and their impact on communities.,Dismay,Legal Barriers
Congress Debates Legislation #29,https://www.axios.com/article-00028,The Hill,2023-04-02,News coverage about immigration policy. This article discusses developments and their impact on communities.,Outrage,Family Separation
Judge Halts Controversial Policy #416,https://www.washingtonpost.com/immigrant-rights-0415,Reuters,2023-04-06,News coverage about immigrant rights. This article discusses developments and their impact on communities.,Grief,Rights Issues
Detention Center Conditions Under Review #465,https://timemagazine.org/news/000464,Time Magazine,2023-04-29,News coverage about family separation. This article discusses developments and their impact on communities.,Despair,Policy Changes
Report Documents Policy Impact #419,https://newyorktimes.org/news/000418,New York Times,2023-05-07,News coverage about immigration reform. This article discusses developments and their impact on communities.,Fear,Policy Changes
Judge Halts Controversial Policy #138,https://reuters.com/us/story/0137,Slate,2023-05-08,News coverage about deportation. This article discusses developments and their impact on communities.,Frustration,Rights Issues
Communities Rally for Reform #78,https://thehill.org/news/000077,The Hill,2023-05-14,News coverage about deportation. This article discusses developments and their impact on communities.,Fear,Rights Issues
Congress Debates Legislation #118,https://bbc.com/us/story/0117,CNBC,2023-05-20,News coverage about detention facilities. This article discusses developments and their impact on communities.,Concern,Family Separation
Experts Debate Security Measures #50,https://news.nbc.com/article/00049/immigrant-rights,NBC News,2023-05-23,News coverage about immigrant rights. This article discusses developments and their impact on communities.,Concern,Family Separation
Families Separated by Policies #254,https://cnn.com/us/story/0253,Mother Jones,2023-06-17,News coverage about immigration policy. This article discusses developments and their impact on communities.,Dismay,Community Response
Report Documents Policy Impact #258,https://www.washingtonpost.com/sanctuary-cities-0257,The Hill,2023-06-18,News coverage about sanctuary cities. This article discusses developments and their impact on communities.,Anger,Community Response
Report Documents Policy Impact #183,https://www.guardian.com/detention-facilities-0182,Washington Post,2023-06-27,News coverage about detention facilities. This article discusses developments and their impact on communities.,Grief,Rights Issues
State Takes Action on Immigration #297,https://cnn.com/us/story/0296,ABC News,2023-08-16,News coverage about federal immigration. This article discusses developments and their impact on communities.,Frustration,Policy Changes
Workers Organize for Rights #231,https://www.slate.com/article-00230,The Guardian,2023-08-24,News coverage about immigration policy. This article discusses developments and their impact on communities.,Anxious,Detention Conditions
Communities Rally for Reform #255,https://cnn.com/us/story/0254,Newsweek,2023-08-31,News coverage about immigrant workers. This article discusses developments and their impact on communities.,Despair,Detention Conditions
Leaders Address Immigration Crisis #116,https://abcnews.org/news/000115,ABC News,2023-09-13,News coverage about immigrant rights. This article discusses developments and their impact on communities.,Fear,Rights Issues
Experts Debate Security Measures #85,https://www.thehill.com/article-00084,Politico,2023-09-13,News coverage about immigration reform. This article discusses developments and their impact on communities.,Dismay,Community Response
Communities Rally for Reform #55,https://cnn.com/us/story/0054,CNBC,2023-09-24,News coverage about asylum seekers. This article discusses developments and their impact on communities.,Fear,Policy Changes
Legal Challenges to Immigration Rules #154,https://www.nytimes.com/ICE-raids-0153,NBC News,2023-09-27,News coverage about ICE raids. This article discusses developments and their impact on communities.,Frustration,Rights Issues
Congress Debates Legislation #409,https://www.vox.com/article-00408,CBS News,2023-09-30,News coverage about immigrant workers. This article discusses developments and their impact on communities.,Anger,Rights Issues
Federal Court Rules on Immigration Case #314,https://cnn.com/us/story/0313,Bloomberg,2023-10-03,News coverage about immigrant rights. This article discusses developments and their impact on communities.,Concern,Community Response
Rights Groups File Lawsuit #368,https://propublica.org/news/000367,ProPublica,2023-10-06,News coverage about deportation. This article discusses developments and their impact on communities.,Anger,Detention Conditions
Asylum Seekers Face Uncertain Future #286,https://www.thehill.com/article-00285,Washington Post,2023-10-19,News coverage about immigrant workers. This article discusses developments and their impact on communities.,Outrage,Family Separation
Legal Challenges to Immigration Rules #23,https://www.axios.com/article-00022,ProPublica,2023-10-19,News coverage about state immigration. This article discusses developments and their impact on communities.,Despair,Policy Changes
New Guidelines Change Enforcement #434,https://bbc.com/us/story/0433,CNN,2023-10-20,News coverage about sanctuary cities. This article discusses developments and their impact on communities.,Frustration,Rights Issues
Experts Debate Security Measures #383,https://news.reuters.com/article/00382/federal-immigration,Axios,2023-11-05,News coverage about federal immigration. This article discusses developments and their impact on communities.,Anger,Detention Conditions
Leaders Address Immigration Crisis #130,https://news.apnews.com/article/00129/immigrant-rights,ABC News,2023-11-10,News coverage about immigrant rights. This article discusses developments and their impact on communities.,Despair,Community Response
Judge Halts Controversial Policy #198,https://www.time.com/article-00197,ProPublica,2023-11-12,News coverage about immigration policy. This article discusses developments and their impact on communities.,Sadness,Community Response
Families Separated by Policies #105,https://reuters.com/us/story/0104,Time Magazine,2023-11-20,News coverage about detention facilities. This article discusses developments and their impact on communities.,Fear,Policy Changes
Detention Center Conditions Under Review #268,https://cnn.com/us/story/0267,USA Today,2023-12-01,News coverage about detention facilities. This article discusses developments and their impact on communities.,Outrage,Legal Barriers
Congress Debates Legislation #110,https://www.guardian.com/border-enforcement-0109,Reuters,2023-12-06,News coverage about border enforcement. This article discusses developments and their impact on communities.,Despair,Community Response
Families Separated by Policies #347,https://www.thehill.com/article-00346,The Atlantic,2024-01-03,News coverage about government immigration. This article discusses developments and their impact on communities.,Concern,Legal Barriers
Investigation Reveals Issues #89,https://www.axios.com/immigration-reform-0088,CBS News,2024-01-06,News coverage about immigration reform. This article discusses developments and their impact on communities.,Sadness,Legal Barriers
Asylum Seekers Face Uncertain Future #53,https://bbc.com/us/story/0052,CBS News,2024-01-17,News coverage about detention facilities. This article discusses developments and their impact on communities.,Grief,Policy Changes
Rights Groups File Lawsuit #26,https://www.axios.com/ICE-raids-0025,The Hill,2024-01-23,News coverage about ICE raids. This article discusses developments and their impact on communities.,Despair,Policy Changes
Advocacy Groups Demand Changes #438,https://nbcnews.org/news/000437,NBC News,2024-02-13,News coverage about immigrant workers. This article discusses developments and their impact on communities.,Fear,Legal Barriers
Detention Center Conditions Under Review #478,https://apnews.org/news/000477,AP News,2024-02-28,News coverage about government immigration. This article discusses developments and their impact on communities.,Fear,Legal Barriers
Experts Debate Security Measures #393,https://www.time.com/article-00392,Politico,2024-03-06,News coverage about immigration reform. This article discusses developments and their impact on communities.,Fear,Policy Changes
Communities Rally for Reform #355,https://www.axios.com/ICE-raids-0354,Fox News,2024-03-12,News coverage about ICE raids. This article discusses developments and their impact on communities.,Concern,Detention Conditions
State Takes Action on Immigration #404,https://reuters.com/us/story/0403,Reuters,2024-03-16,News coverage about family separation. This article discusses developments and their impact on communities.,Sadness,Community Response
Leaders Address Immigration Crisis #83,https://news.cnn.com/article/00082/immigration-reform,AP News,2024-03-21,News coverage about immigration reform. This article discusses developments and their impact on communities.,Sadness,Community Response
Federal Court Rules on Immigration Case #251,https://www.guardian.com/asylum-seekers-0250,ABC News,2024-03-26,News coverage about asylum seekers. This article discusses developments and their impact on communities.,Anger,Rights Issues
Federal Court Rules on Immigration Case #315,https://www.time.com/article-00314,USA Today,2024-03-26,News coverage about family separation. This article discusses developments and their impact on communities.,Anxious,Detention Conditions
Families Separated by Policies #427,https://reuters.com/us/story/0426,Reuters,2024-03-28,News coverage about border enforcement. This article discusses developments and their impact on communities.,Despair,Rights Issues
Aid Organizations Respond #323,https://bbc.com/us/story/0322,CBS News,2024-04-01,News coverage about sanctuary cities. This article discusses developments and their impact on communities.,Sadness,Community Response
Legal Challenges to Immigration Rules #219,https://news.cnn.com/article/00218/family-separation,Politico,2024-04-15,News coverage about family separation. This article discusses developments and their impact on communities.,Frustration,Rights Issues
Families Separated by Policies #142,https://theatlantic.org/news/000141,The Atlantic,2024-04-20,News coverage about border enforcement. This article discusses developments and their impact on communities.,Frustration,Legal Barriers
State Takes Action on Immigration #499,https://www.axios.com/immigrant-workers-0498,NPR,2024-04-21,News coverage about immigrant workers. This article discusses developments and their impact on communities.,Despair,Detention Conditions
New Guidelines Change Enforcement #467,https://reuters.com/us/story/0466,ABC News,2024-04-22,News coverage about legal immigration. This article discusses developments and their impact on communities.,Anxious,Detention Conditions
Detention Center Conditions Under Review #453,https://news.apnews.com/article/00452/state-immigration,Time Magazine,2024-04-22,News coverage about state immigration. This article discusses developments and their impact on communities.,Sadness,Policy Changes
Investigation Reveals Issues #57,https://www.politico.com/sanctuary-cities-0056,The Hill,2024-04-25,News coverage about sanctuary cities. This article discusses developments and their impact on communities.,Outrage,Policy Changes
Report Documents Policy Impact #267,https://www.thehill.com/article-00266,ABC News,2024-05-06,News coverage about sanctuary cities. This article discusses developments and their impact on communities.,Sadness,Rights Issues
Advocacy Groups Demand Changes #150,https://news.apnews.com/article/00149/state-immigration,Newsweek,2024-05-06,News coverage about state immigration. This article discusses developments and their impact on communities.,Anger,Policy Changes
Experts Debate Security Measures #35,https://cnn.com/us/story/0034,The Hill,2024-05-08,News coverage about government immigration. This article discusses developments and their impact on communities.,Fear,Family Separation
Asylum Seekers Face Uncertain Future #279,https://www.guardian.com/federal-immigration-0278,Fox News,2024-05-11,News coverage about federal immigration. This article discusses developments and their impact on communities.,Outrage,Rights Issues
Federal Court Rules on Immigration Case #457,https://www.washingtonpost.com/sanctuary-cities-0456,Axios,2024-05-28,News coverage about sanctuary cities. This article discusses developments and their impact on communities.,Despair,Rights Issues
Asylum Seekers Face Uncertain Future #269,https://www.nytimes.com/immigrant-workers-0268,AP News,2024-05-29,News coverage about immigrant workers. This article discusses developments and their impact on communities.,Sadness,Legal Barriers
New Guidelines Change Enforcement #311,https://www.guardian.com/immigrant-rights-0310,Bloomberg,2024-06-10,News coverage about immigrant rights. This article discusses developments and their impact on communities.,Despair,Community Response
Families Separated by Policies #402,https://www.vox.com/article-00401,ProPublica,2024-06-14,News coverage about immigrant workers. This article discusses developments and their impact on communities.,Concern,Rights Issues
Legal Challenges to Immigration Rules #191,https://www.nytimes.com/federal-immigration-0190,Vox,2024-07-08,News coverage about federal immigration. This article discusses developments and their impact on communities.,Frustration,Policy Changes
Communities Rally for Reform #356,https://washingtonpost.org/news/000355,Washington Post,2024-07-17,News coverage about legal immigration. This article discusses developments and their impact on communities.,Fear,Family Separation
Report Documents Policy Impact #235,https://www.washingtonpost.com/sanctuary-cities-0234,Politico,2024-07-17,News coverage about sanctuary cities. This article discusses developments and their impact on communities.,Concern,Rights Issues
Families Separated by Policies #439,https://www.nytimes.com/legal-immigration-0438,Mother Jones,2024-07-18,News coverage about legal immigration. This article discusses developments and their impact on communities.,Frustration,Policy Changes
Families Separated by Policies #447,https://www.nytimes.com/immigrant-workers-0446,ProPublica,2024-07-21,News coverage about immigrant workers. This article discusses developments and their impact on communities.,Concern,Legal Barriers
New Immigration Policy Affects Thousands #324,https://www.axios.com/article-00323,ProPublica,2024-07-23,News coverage about state immigration. This article discusses developments and their impact on communities.,Fear,Family Separation
Advocacy Groups Demand Changes #397,https://reuters.com/us/story/0396,NPR,2024-08-09,News coverage about family separation. This article discusses developments and their impact on communities.,Fear,Policy Changes
Asylum Seekers Face Uncertain Future #492,https://news.nbc.com/article/00491/legal-immigration,The Guardian,2024-08-18,News coverage about legal immigration. This article discusses developments and their impact on communities.,Anger,Community Response
State Takes Action on Immigration #186,https://www.axios.com/article-00185,Mother Jones,2024-09-01,News coverage about immigration policy. This article discusses developments and their impact on communities.,Grief,Policy Changes
Report Documents Policy Impact #443,https://www.slate.com/article-00442,Newsweek,2024-09-03,News coverage about legal immigration. This article discusses developments and their impact on communities.,Anger,Legal Barriers
New Guidelines Change Enforcement #210,https://vox.org/news/000209,Vox,2024-09-09,News coverage about immigration reform. This article discusses developments and their impact on communities.,Sadness,Policy Changes
Workers Organize for Rights #262,https://news.bbc.com/article/00261/border-enforcement,Washington Post,2024-10-01,News coverage about border enforcement. This article discusses developments and their impact on communities.,Anxious,Rights Issues
Communities Rally for Reform #316,https://news.apnews.com/article/00315/sanctuary-cities,Reuters,2024-10-23,News coverage about sanctuary cities. This article discusses developments and their impact on communities.,Anxious,Rights Issues
Experts Debate Security Measures #334,https://www.time.com/article-00333,New York Times,2024-10-27,News coverage about asylum seekers. This article discusses developments and their impact on communities.,Anger,Family Separation
Federal Court Rules on Immigration Case #430,https://news.nbc.com/article/00429/border-enforcement,Time Magazine,2024-10-30,News coverage about border enforcement. This article discusses developments and their impact on communities.,Anger,Legal Barriers
Report Documents Policy Impact #349,https://cnn.com/us/story/0348,Bloomberg,2024-11-01,News coverage about immigrant workers. This article discusses developments and their impact on communities.,Anger,Detention Conditions
Detention Center Conditions Under Review #405,https://www.washingtonpost.com/immigration-policy-0404,Axios,2024-11-10,News coverage about immigration policy. This article discusses developments and their impact on communities.,Grief,Legal Barriers
Aid Organizations Respond #399,https://www.slate.com/article-00398,USA Today,2024-11-14,News coverage about legal immigration. This article discusses developments and their impact on communities.,Dismay,Policy Changes
Detention Center Conditions Under Review #233,https://nbcnews.org/news/000232,NBC News,2024-11-22,News coverage about legal immigration. This article discusses developments and their impact on communities.,Anger,Detention Conditions
Investigation Reveals Issues #145,https://news.reuters.com/article/00144/detention-facilities,Reuters,2024-11-27,News coverage about detention facilities. This article discusses developments and their impact on communities.,Grief,Rights Issues
New Immigration Policy Affects Thousands #41,https://www.vox.com/article-00040,CNBC,2024-11-30,News coverage about immigrant rights. This article discusses developments and their impact on communities.,Sadness,Rights Issues
Advocacy Groups Demand Changes #199,https://www.slate.com/article-00198,AP News,2024-11-30,News coverage about ICE raids. This article discusses developments and their impact on communities.,Dismay,Legal Barriers
Leaders Address Immigration Crisis #54,https://www.politico.com/immigrant-rights-0053,Time Magazine,2024-12-08,News coverage about immigrant rights. This article discusses developments and their impact on communities.,Anger,Legal Barriers
Experts Debate Security Measures #206,https://www.slate.com/article-00205,Time Magazine,2024-12-20,News coverage about family separation. This article discusses developments and their impact on communities.,Grief,Legal Barriers
Communities Rally for Reform #92,https://news.apnews.com/article/00091/government-immigration,CNBC,2024-12-22,News coverage about government immigration. This article discusses developments and their impact on communities.,Dismay,Community Response
Rights Groups File Lawsuit #422,https://bloomberg.org/news/000421,Bloomberg,2025-01-05,News coverage about detention facilities. This article discusses developments and their impact on communities.,Frustration,Rights Issues
Workers Organize for Rights #276,https://reuters.com/us/story/0275,Politico,2025-01-13,News coverage about legal immigration. This article discusses developments and their impact on communities.,Concern,Legal Barriers
Federal Court Rules on Immigration Case #237,https://www.thehill.com/article-00236,Fox News,2025-01-22,News coverage about immigrant workers. This article discusses developments and their impact on communities.,Sadness,Family Separation
Congress Debates Legislation #354,https://news.apnews.com/article/00353/immigration-reform,Politico,2025-01-23,News coverage about immigration reform. This article discusses developments and their impact on communities.,Sadness,Rights Issues
Report Documents Policy Impact #245,https://www.vox.com/article-00244,Politico,2025-01-29,News coverage about sanctuary cities. This article discusses developments and their impact on communities.,Dismay,Legal Barriers
New Immigration Policy Affects Thousands #20,https://politico.org/news/000019,Politico,2025-02-01,News coverage about sanctuary cities. This article discusses developments and their impact on communities.,Dismay,Community Response
Report Documents Policy Impact #363,https://news.reuters.com/article/00362/sanctuary-cities,Time Magazine,2025-02-13,News coverage about sanctuary cities. This article discusses developments and their impact on communities.,Anger,Family Separation
Leaders Address Immigration Crisis #394,https://reuters.com/us/story/0393,The Atlantic,2025-02-14,News coverage about immigration policy. This article discusses developments and their impact on communities.,Fear,Policy Changes
Federal Court Rules on Immigration Case #498,https://usatoday.org/news/000497,USA Today,2025-03-07,News coverage about immigration reform. This article discusses developments and their impact on communities.,Outrage,Rights Issues
Communities Mobilize for Support #365,https://cnn.com/us/story/0364,NBC News,2025-03-09,News coverage about border enforcement. This article discusses developments and their impact on communities.,Dismay,Family Separation
Leaders Address Immigration Crisis #265,https://www.politico.com/deportation-0264,CBS News,2025-04-03,News coverage about deportation. This article discusses developments and their impact on communities.,Anger,Detention Conditions
State Takes Action on Immigration #406,https://bbc.com/us/story/0405,USA Today,2025-04-18,News coverage about government immigration. This article discusses developments and their impact on communities.,Fear,Rights Issues
New Immigration Policy Affects Thousands #63,https://reuters.com/us/story/0062,The Guardian,2025-04-24,News coverage about immigrant rights. This article discusses developments and their impact on communities.,Fear,Rights Issues
Advocacy Groups Demand Changes #151,https://www.slate.com/article-00150,AP News,2025-05-01,News coverage about immigrant workers. This article discusses developments and their impact on communities.,Concern,Legal Barriers
Rights Groups File Lawsuit #277,https://news.apnews.com/article/00276/federal-immigration,AP News,2025-05-13,News coverage about federal immigration. This article discusses developments and their impact on communities.,Frustration,Legal Barriers
Rights Groups File Lawsuit #364,https://www.axios.com/article-00363,Axios,2025-05-13,News coverage about immigration reform. This article discusses developments and their impact on communities.,Frustration,Family Separation
Asylum Seekers Face Uncertain Future #157,https://www.thehill.com/article-00156,Axios,2025-05-13,News coverage about federal immigration. This article discusses developments and their impact on communities.,Grief,Policy Changes
State Takes Action on Immigration #42,https://news.cnn.com/article/00041/state-immigration,Washington Post,2025-05-14,News coverage about state immigration. This article discusses developments and their impact on communities.,Anger,Policy Changes
Rights Groups File Lawsuit #341,https://cnbc.org/news/000340,CNBC,2025-05-15,News coverage about ICE raids. This article discusses developments and their impact on communities.,Fear,Legal Barriers
Federal Court Rules on Immigration Case #33,https://reuters.com/us/story/0032,Mother Jones,2025-06-02,News coverage about legal immigration. This article discusses developments and their impact on communities.,Fear,Community Response
New Immigration Policy Affects Thousands #293,https://reuters.com/us/story/0292,Axios,2025-06-14,News coverage about asylum seekers. This article discusses developments and their impact on communities.,Grief,Rights Issues
New Guidelines Change Enforcement #185,https://news.cnn.com/article/00184/family-separation,New York Times,2025-06-20,News coverage about family separation. This article discusses developments and their impact on communities.,Concern,Detention Conditions
Investigation Reveals Issues #173,https://www.nytimes.com/government-immigration-0172,CNN,2025-06-23,News coverage about government immigration. This article discusses developments and their impact on communities.,Grief,Community Response
Experts Debate Security Measures #32,https://www.washingtonpost.com/asylum-seekers-0031,NPR,2025-06-25,News coverage about asylum seekers. This article discusses developments and their impact on communities.,Grief,Detention Conditions
Congress Debates Legislation #216,https://www.time.com/article-00215,USA Today,2025-07-12,News coverage about state immigration. This article discusses developments and their impact on communities.,Anger,Legal Barriers
Federal Court Rules on Immigration Case #45,https://news.apnews.com/article/00044/ICE-raids,BBC News,2025-07-14,News coverage about ICE raids. This article discusses developments and their impact on communities.,Dismay,Policy Changes
Detention Center Conditions Under Review #204,https://bbc.com/us/story/0203,Axios,2025-07-23,News coverage about detention facilities. This article discusses developments and their impact on communities.,Anger,Legal Barriers
Leaders Address Immigration Crisis #485,https://bbc.com/us/story/0484,AP News,2025-08-14,News coverage about border enforcement. This article discusses developments and their impact on communities.,Sadness,Family Separation
Experts Debate Security Measures #48,https://news.apnews.com/article/00047/legal-immigration,Newsweek,2025-08-22,News coverage about legal immigration. This article discusses developments and their impact on communities.,Outrage,Detention Conditions
Advocacy Groups Demand Changes #290,https://foxnews.org/news/000289,Fox News,2025-08-22,News coverage about deportation. This article discusses developments and their impact on communities.,Dismay,Family Separation
Communities Mobilize for Support #84,https://bbc.com/us/story/0083,New York Times,2025-08-23,News coverage about ICE raids. This article discusses developments and their impact on communities.,Dismay,Family Separation
Report Documents Policy Impact #192,https://axios.org/news/000191,Axios,2025-08-25,News coverage about immigration policy. This article discusses developments and their impact on communities.,Fear,Community Response
Congress Debates Legislation #93,https://www.axios.com/article-00092,BBC News,2025-08-30,News coverage about state immigration. This article discusses developments and their impact on communities.,Grief,Detention Conditions
Workers Organize for Rights #181,https://www.time.com/article-00180,Politico,2025-09-10,News coverage about family separation. This article discusses developments and their impact on communities.,Anger,Rights Issues
State Takes Action on Immigration #440,https://news.bbc.com/article/00439/border-enforcement,Vox,2025-09-17,News coverage about border enforcement. This article discusses developments and their impact on communities.,Despair,Policy Changes
Congress Debates Legislation #203,https://news.reuters.com/article/00202/border-enforcement,The Hill,2025-09-22,News coverage about border enforcement. This article discusses developments and their impact on communities.,Sadness,Community Response
New Guidelines Change Enforcement #155,https://timemagazine.org/news/000154,Time Magazine,2025-09-29,News coverage about immigrant workers. This article discusses developments and their impact on communities.,Sadness,Community Response
Aid Organizations Respond #278,https://www.politico.com/immigrant-rights-0277,CBS News,2025-10-13,News coverage about immigrant rights. This article discusses developments and their impact on communities.,Anxious,Community Response
Congress Debates Legislation #459,https://bbc.com/us/story/0458,Washington Post,2025-10-21,News coverage about border enforcement. This article discusses developments and their impact on communities.,Concern,Rights Issues
Judge Halts Controversial Policy #249,https://www.washingtonpost.com/immigrant-workers-0248,Newsweek,2025-10-24,News coverage about immigrant workers. This article discusses developments and their impact on communities.,Despair,Community Response
Experts Debate Security Measures #196,https://washingtonpost.org/news/000195,Washington Post,2025-11-07,News coverage about federal immigration. This article discusses developments and their impact on communities.,Sadness,Rights Issues
Rights Groups File Lawsuit #377,https://reuters.com/us/story/0376,The Hill,2025-11-11,News coverage about government immigration. This article discusses developments and their impact on communities.,Despair,Detention Conditions
Communities Mobilize for Support #280,https://usatoday.org/news/000279,USA Today,2025-12-04,News coverage about immigration policy. This article discusses developments and their impact on communities.,Dismay,Community Response
New Guidelines Change Enforcement #126,https://newsweek.org/news/000125,Newsweek,2025-12-31,News coverage about deportation. This article discusses developments and their impact on communities.,Fear,Policy Changes
